"","year(datosmeteo$Date)","month(datosmeteo$Date)","day(datosmeteo$Date)","mean(HiTemp)","mean(LowTemp)","mean(OutHum, na.rm = TRUE)","mean(WindSpeed)","sum(SunLight)"
"329",2015,11,25,27.4666666666667,26.3083333333333,74.375,1.45,13
"330",2015,11,26,28.6083333333333,27.7875,71.3333333333333,2.47083333333333,13
"331",2015,11,27,28.8125,27.5541666666667,69.2083333333333,1.79583333333333,13
"332",2015,11,28,28.3291666666667,27.2375,71.875,1.31666666666667,13
"333",2015,11,29,27.9833333333333,26.5125,68.3333333333333,1.11666666666667,13
"334",2015,11,30,26.3958333333333,25.1791666666667,75.8333333333333,0.254166666666667,13
"335",2015,12,1,27.0916666666667,25.9125,74.375,0.541666666666667,13
"336",2015,12,2,26.6916666666667,25.3916666666667,79.375,0.141666666666667,13
"337",2015,12,3,27.6416666666667,26.675,77.4166666666667,0.745833333333333,13
"338",2015,12,4,28.85,27.95,75.0833333333333,2.025,13
"339",2015,12,5,27.5708333333333,26.9,76.4583333333333,1.87083333333333,12
"340",2015,12,6,28.7083333333333,28.0083333333333,70.8333333333333,2.90416666666667,12
